,Year_of_Release,Global_Sales,Critic_Score,User_Score,Genre__Action,Genre__Adventure,Genre__Fighting,Genre__Misc,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Rating__AO,Rating__E,Rating__E10+,Rating__M,Rating__RP,Rating__T
220,2010.0,3.84,76.0,7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
221,2013.0,3.83,78.0,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
222,2007.0,3.83,59.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
223,2016.0,3.8,80.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
224,2007.0,3.79,68.0,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225,2008.0,3.76,77.0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226,2002.0,3.76,79.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
227,2001.0,3.73,64.0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228,2007.0,3.71,85.0,7.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
229,2000.0,3.71,91.0,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
230,2013.0,3.71,88.0,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,2004.0,3.7,81.0,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
232,2002.0,3.67,94.0,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
233,2007.0,3.66,67.0,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
234,2005.0,3.65,74.0,8.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
235,2002.0,3.65,82.0,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
